fig_num,name,num_parts,img_url
fig-003834,"Barriss Offee, Black Hood and Cape",5,https://cdn.rebrickable.com/media/sets/fig-003834.jpg
fig-003835,"Clone Trooper, Phase II Armor, Plain Black Head, Dotted Mouth",4,https://cdn.rebrickable.com/media/sets/fig-003835.jpg
fig-003836,"Skeleton, Standard Face, Straight Mechanical Arms  (3626c Head)",6,https://cdn.rebrickable.com/media/sets/fig-003836.jpg
fig-003837,"Luke Skywalker, Hoth Outfit, Tan Hat, Light Bluish Gray Legs",5,https://cdn.rebrickable.com/media/sets/fig-003837.jpg
fig-003838,Wampa (Big Fig) - Dark Tan Nose,7,https://cdn.rebrickable.com/media/sets/fig-003838.jpg
fig-003839,"Astromech Droid, R4-P44, Pearl Gray print",4,https://cdn.rebrickable.com/media/sets/fig-003839.jpg
fig-003840,Clone Captain Jag,4,https://cdn.rebrickable.com/media/sets/fig-003840.jpg
fig-003841,"Clone Pilot, Open Helmet with Black Markings",4,https://cdn.rebrickable.com/media/sets/fig-003841.jpg
fig-003843,"Aayla Secura, Medium Blue",4,https://cdn.rebrickable.com/media/sets/fig-003843.jpg
fig-003844,"Cad Bane, Dark Bluish Gray Legs",5,https://cdn.rebrickable.com/media/sets/fig-003844.jpg
fig-003845,"Clone Trooper, Phase I Armor, Brown Eyes, Black Rangefinder",5,https://cdn.rebrickable.com/media/sets/fig-003845.jpg
fig-003847,"Clone Commander, Black Pauldron",6,https://cdn.rebrickable.com/media/sets/fig-003847.jpg
fig-003848,"Bossk, Yellow Outfit",3,https://cdn.rebrickable.com/media/sets/fig-003848.jpg
fig-003849,"Boba Fett, Helmet, Jetpack Neckwear, Reddish Brown Pauldron",7,https://cdn.rebrickable.com/media/sets/fig-003849.jpg
fig-003850,"Han Solo, White Shirt, Reddish Brown Legs, Single Sided Head",4,https://cdn.rebrickable.com/media/sets/fig-003850.jpg
fig-003851,"2-1B Medical Droid, Pearl Dark Gray",4,https://cdn.rebrickable.com/media/sets/fig-003851.jpg
fig-003852,"Emperor Palpatine, Light Bluish Gray Skin, Black Hands",5,https://cdn.rebrickable.com/media/sets/fig-003852.jpg
fig-003853,"Anakin Skywalker, Transformation, White Pupils, Darth Vader Helmet",4,https://cdn.rebrickable.com/media/sets/fig-003853.jpg
fig-003854,"Clone Pilot, Open Helmet, White Head (Episode 3)",4,https://cdn.rebrickable.com/media/sets/fig-003854.jpg
fig-003855,"General Grievous, Printed, Tan",8,https://cdn.rebrickable.com/media/sets/fig-003855.jpg
fig-003856,Nahdar Vebb,3,https://cdn.rebrickable.com/media/sets/fig-003856.jpg
fig-003857,EV-A4-D,16,https://cdn.rebrickable.com/media/sets/fig-003857.jpg
fig-003858,"Astromech Droid, R7-D4",4,https://cdn.rebrickable.com/media/sets/fig-003858.jpg
fig-003859,Shahan Alama,4,https://cdn.rebrickable.com/media/sets/fig-003859.jpg
fig-003860,"Senate Commando Captain, Plain Legs (Clone Wars)",4,https://cdn.rebrickable.com/media/sets/fig-003860.jpg
fig-003861,"Rebel Trooper in Endor Uniform, Sand Green Legs, Dark Tan Vest, Cheek Lines",4,https://cdn.rebrickable.com/media/sets/fig-003861.jpg
fig-003862,"Rebel Trooper in Endor Uniform, Sand Green Legs, Beard Stubble",4,https://cdn.rebrickable.com/media/sets/fig-003862.jpg
fig-003863,"Scout Trooper, Printed Black Head, White Legs",4,https://cdn.rebrickable.com/media/sets/fig-003863.jpg
fig-003865,"Stormtrooper, Printed Black 3262b Head",4,https://cdn.rebrickable.com/media/sets/fig-003865.jpg
fig-003866,Clone ARF Trooper / Elite Clone Trooper (Rancor Battalion),4,https://cdn.rebrickable.com/media/sets/fig-003866.jpg
fig-003867,Clone ARC Trooper / Elite Clone Trooper with Neck Bracket (Commander Hammer),8,https://cdn.rebrickable.com/media/sets/fig-003867.jpg
fig-003868,"General Maximillian Veers, Light Bluish Gray Helmet",4,https://cdn.rebrickable.com/media/sets/fig-003868.jpg
fig-003869,"Luke Skywalker, Orange Rebel Pilot Outfit, Dark Bluish Gray Hips, White Pupils",4,https://cdn.rebrickable.com/media/sets/fig-003869.jpg
fig-003870,"Rebel Trooper in Hoth Uniform, Tan Hat, Black Chin Line",6,https://cdn.rebrickable.com/media/sets/fig-003870.jpg
fig-003871,"Han Solo, Dark Blue Jacket, Reddish Brown Legs",4,https://cdn.rebrickable.com/media/sets/fig-003871.jpg
fig-003873,"Battle Droid Commander, One Bent Arm, One Straight Arm",5,https://cdn.rebrickable.com/media/sets/fig-003873.jpg
fig-003874,"Padme Amidala / Naberrie, Dark Red Senator Outfit, Ponytail Hair (Clone Wars)",4,https://cdn.rebrickable.com/media/sets/fig-003874.jpg
fig-003875,Darth Malgus,5,https://cdn.rebrickable.com/media/sets/fig-003875.jpg
fig-003876,"Sith Trooper, Black, Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-003876.jpg
fig-003877,Padme Amidala / Queen Amidala (3626c Head),4,https://cdn.rebrickable.com/media/sets/fig-003877.jpg
fig-003878,"Obi-Wan Kenobi, Padawan, Plain Legs (3626c Head)",5,https://cdn.rebrickable.com/media/sets/fig-003878.jpg
fig-003879,"Qui-Gon Jinn, Plain Reddish Brown Legs (3626c Head)",5,https://cdn.rebrickable.com/media/sets/fig-003879.jpg
fig-003880,Even Piell,4,https://cdn.rebrickable.com/media/sets/fig-003880.jpg
fig-003881,"Astromech Droid, R3-D5",4,https://cdn.rebrickable.com/media/sets/fig-003881.jpg
fig-003882,"Astromech Droid, T7-O1",15,https://cdn.rebrickable.com/media/sets/fig-003882.jpg
fig-003883,Jace Malcom,4,https://cdn.rebrickable.com/media/sets/fig-003883.jpg
fig-003884,Satele Shan,4,https://cdn.rebrickable.com/media/sets/fig-003884.jpg
fig-003885,Kithaba,4,https://cdn.rebrickable.com/media/sets/fig-003885.jpg
fig-003886,"Lando Calrissian, Skiff Guard Disguise, Dark Brown Helmet, Tan Legs",4,https://cdn.rebrickable.com/media/sets/fig-003886.jpg
fig-003887,"Luke Skywalker, Dark Bluish Gray Robes, Tan Hair, Single Sided Head",4,https://cdn.rebrickable.com/media/sets/fig-003887.jpg
fig-003888,"Dutch Vander / Rebel Pilot Y-wing, Plain Legs, Visor",4,https://cdn.rebrickable.com/media/sets/fig-003888.jpg
fig-003889,"Princess Leia, White Robe, White Cape",5,https://cdn.rebrickable.com/media/sets/fig-003889.jpg
fig-003890,"Anakin Skywalker, Transformation, Yellow Eyes, Dark Brown Legs",4,https://cdn.rebrickable.com/media/sets/fig-003890.jpg
fig-003891,"Nute Gunray, Dark Orange Robe",4,https://cdn.rebrickable.com/media/sets/fig-003891.jpg
fig-003892,"Obi-Wan Kenobi, Dark Tan Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-003892.jpg
fig-003893,"Astromech Droid, R5-D8 / R5-D4",4,https://cdn.rebrickable.com/media/sets/fig-003893.jpg
fig-003894,Jek Porkins,4,https://cdn.rebrickable.com/media/sets/fig-003894.jpg
fig-003895,"Astromech Droid, R5-J2, Imperial",4,https://cdn.rebrickable.com/media/sets/fig-003895.jpg
fig-003896,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Black Hands",4,https://cdn.rebrickable.com/media/sets/fig-003896.jpg
fig-003897,"Death Star Trooper, Printed Visor",4,https://cdn.rebrickable.com/media/sets/fig-003897.jpg
fig-003898,"Barriss Offee, Dark Blue Hood and Cape",5,https://cdn.rebrickable.com/media/sets/fig-003898.jpg
fig-003900,"Geonosian, Dark Tan, Wings",4,https://cdn.rebrickable.com/media/sets/fig-003900.jpg
fig-003901,"Geonosian Zombie, Dark Bluish Gray, Wings",4,https://cdn.rebrickable.com/media/sets/fig-003901.jpg
fig-003902,"Sandtrooper Sergeant, White Pauldron, Neck Bracket, Printed Black Head",6,https://cdn.rebrickable.com/media/sets/fig-003902.jpg
fig-003903,"Sandtrooper Squad Leader / Captain, Orange Pauldron, Neck Bracket, Printed Black Head",6,https://cdn.rebrickable.com/media/sets/fig-003903.jpg
fig-003904,ASP Droid,6,https://cdn.rebrickable.com/media/sets/fig-003904.jpg
fig-003905,"Jawa, Cape",5,https://cdn.rebrickable.com/media/sets/fig-003905.jpg
fig-003906,"Astromech Droid, R5-D4, Plain Dome",5,https://cdn.rebrickable.com/media/sets/fig-003906.jpg
fig-003907,Owen Lars,4,https://cdn.rebrickable.com/media/sets/fig-003907.jpg
fig-003908,"Boba Fett, Helmet and Jetpack, Light Gray Armor, Printed Legs",4,https://cdn.rebrickable.com/media/sets/fig-003908.jpg
fig-003910,"Lando Calrissian, Yellow and Blue Cape (3626b Head)",5,https://cdn.rebrickable.com/media/sets/fig-003910.jpg
fig-003911,"Luke Skywalker, Cloud City Outfit, Yellow Skin, Tan Shirt",4,https://cdn.rebrickable.com/media/sets/fig-003911.jpg
fig-003912,"Princess Leia, Cloud City Outfit, Yellow Skin, Dark Orange Shirt",4,https://cdn.rebrickable.com/media/sets/fig-003912.jpg
fig-003913,"Kit Fisto, Cape",4,https://cdn.rebrickable.com/media/sets/fig-003913.jpg
fig-003916,"Mace Windu, Dark Tan Plain Legs, Cape",4,https://cdn.rebrickable.com/media/sets/fig-003916.jpg
fig-003919,"Saesee Tiin, Cape",5,https://cdn.rebrickable.com/media/sets/fig-003919.jpg
fig-003921,"Anakin Skywalker, Black Robe, Angry Face with Shadowed Eyes and Cape",5,https://cdn.rebrickable.com/media/sets/fig-003921.jpg
fig-003922,Agen Kolar with Cape,5,https://cdn.rebrickable.com/media/sets/fig-003922.jpg
fig-003923,"Chancellor Palpatine, Dark Red Outfit (Episode 3)",4,https://cdn.rebrickable.com/media/sets/fig-003923.jpg
fig-003926,Pre Vizsla,6,https://cdn.rebrickable.com/media/sets/fig-003926.jpg
fig-003929,Jabba The Hutt (Big Fig),3,https://cdn.rebrickable.com/media/sets/fig-003929.jpg
fig-003930,Oola,4,https://cdn.rebrickable.com/media/sets/fig-003930.jpg
fig-003931,"Han Solo, White Shirt, Reddish Brown Legs, Dual Sided Head Closed Mouth / Closed Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003931.jpg
fig-003932,"Gamorrean Guard, Printed Head, Olive Green Hands",3,https://cdn.rebrickable.com/media/sets/fig-003932.jpg
fig-003933,"Bib Fortuna, Clenched Teeth, Cape",5,https://cdn.rebrickable.com/media/sets/fig-003933.jpg
fig-003934,Boushh / Princess Leia in Disguise,5,https://cdn.rebrickable.com/media/sets/fig-003934.jpg
fig-003935,"Astromech Droid, R2-D2, Flat Silver Dome, Blue Print",4,https://cdn.rebrickable.com/media/sets/fig-003935.jpg
fig-003936,"Princess Leia, Endor Outfit, Skirt",5,https://cdn.rebrickable.com/media/sets/fig-003936.jpg
fig-003937,"Luke Skywalker, Final Duel Outfit, Fold in Jacket",4,https://cdn.rebrickable.com/media/sets/fig-003937.jpg
fig-003938,Ewok Warrior,3,https://cdn.rebrickable.com/media/sets/fig-003938.jpg
fig-003941,"Wicket, Ewok, Dark Orange Hood, Tan Face",3,https://cdn.rebrickable.com/media/sets/fig-003941.jpg
fig-003942,"Teebo, Ewok",3,https://cdn.rebrickable.com/media/sets/fig-003942.jpg
fig-003943,"Han Solo, Black Vest, Reddish Brown Legs, White Pupils",4,https://cdn.rebrickable.com/media/sets/fig-003943.jpg
fig-003944,"Rebel Trooper in Endor Uniform, Sand Green Legs, Dark Orange Beard",4,https://cdn.rebrickable.com/media/sets/fig-003944.jpg
fig-003945,"Dengar, White Head, Reddish Brown Legs",5,https://cdn.rebrickable.com/media/sets/fig-003945.jpg
fig-003946,"IG-88, Printed Head",7,https://cdn.rebrickable.com/media/sets/fig-003946.jpg
fig-003947,Admiral Firmus Piett,4,https://cdn.rebrickable.com/media/sets/fig-003947.jpg
fig-003948,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Light Nougat Hands",4,https://cdn.rebrickable.com/media/sets/fig-003948.jpg
fig-003949,"Luke Skywalker, Black Robes, White Pupils",4,https://cdn.rebrickable.com/media/sets/fig-003949.jpg
fig-003951,"Imperial Crew / Pilot, Black Uniform, Cavalry Cap, Black Hands",4,https://cdn.rebrickable.com/media/sets/fig-003951.jpg
fig-003952,"Luke Skywalker, White Robe, Straight Tan Hair, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003952.jpg
fig-003953,"Obi-Wan Kenobi, Old, Tan Robes, Hair, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003953.jpg
fig-003954,"Protocol Droid, Black",3,https://cdn.rebrickable.com/media/sets/fig-003954.jpg
fig-003955,"Royal Guard, Black Hands",5,https://cdn.rebrickable.com/media/sets/fig-003955.jpg
fig-003956,"Han Solo, Stormtrooper Disguise, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003956.jpg
fig-003957,"Obi-Wan Kenobi, Old, Tan Robes, Reddish Brown Hood and Cape, Black Eyes",5,https://cdn.rebrickable.com/media/sets/fig-003957.jpg
fig-003958,"Luke Skywalker, Black Robes, Black Eyes, Black Right Hand",4,https://cdn.rebrickable.com/media/sets/fig-003958.jpg
fig-003959,"AT-AT Driver, White Uniform, Plain Black Head (30408 Helmet)",4,https://cdn.rebrickable.com/media/sets/fig-003959.jpg
fig-003960,"Luke Skywalker, Stormtrooper Disguise, Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-003960.jpg
fig-003961,"General Maximillian Veers, Dark Bluish Gray Helmet",4,https://cdn.rebrickable.com/media/sets/fig-003961.jpg
fig-003963,"Chewbacca, White",3,https://cdn.rebrickable.com/media/sets/fig-003963.jpg
fig-003964,"Rebel Pilot A-wing, Dark Green Uniform, Sand Blue Helmet Stripe",4,https://cdn.rebrickable.com/media/sets/fig-003964.jpg
fig-003965,"Yoda, Sand Green Head with White Hair (Clone Wars)",3,https://cdn.rebrickable.com/media/sets/fig-003965.jpg
fig-003966,Commando Droid Captain,5,https://cdn.rebrickable.com/media/sets/fig-003966.jpg
fig-003967,"Clone Trooper, 501st Legion, Blue Arms",4,https://cdn.rebrickable.com/media/sets/fig-003967.jpg
fig-003968,"Droideka / Sniper Droid, Reddish Brown Shell, Pearl Dark Gray Legs, Back Armor",42,https://cdn.rebrickable.com/media/sets/fig-003968.jpg
fig-003971,"Republic Trooper, Black Eyebrows",4,https://cdn.rebrickable.com/media/sets/fig-003971.jpg
fig-003972,"Republic Trooper, Brown Eyebrows and Cheek Lines",4,https://cdn.rebrickable.com/media/sets/fig-003972.jpg
fig-003973,"Sith Trooper, Black, Printed Legs",4,https://cdn.rebrickable.com/media/sets/fig-003973.jpg
fig-003974,"Sith Trooper, Dark Red Outfit",4,https://cdn.rebrickable.com/media/sets/fig-003974.jpg
fig-003975,Clone Trooper Sergeant,4,https://cdn.rebrickable.com/media/sets/fig-003975.jpg
fig-003976,"Droideka / Destroyer Droid, Reddish Brown Shell, Pearl Dark Gray Legs, No Back Armor",28,https://cdn.rebrickable.com/media/sets/fig-003976.jpg
fig-003977,Stass Allie,4,https://cdn.rebrickable.com/media/sets/fig-003977.jpg
fig-003978,"Battle Droid, Dark Orange, One Straight Arm, One Bent Arm, 1 x 2 Plate on Back",6,https://cdn.rebrickable.com/media/sets/fig-003978.jpg
fig-003979,"Jango Fett, Dark Bluish Gray Torso",6,https://cdn.rebrickable.com/media/sets/fig-003979.jpg
fig-003980,"Luke Skywalker, Orange Rebel Pilot Outfit, Light Bluish Gray Hips, White Hands,  Visor on One Side of Head",4,https://cdn.rebrickable.com/media/sets/fig-003980.jpg
fig-003981,"Rebel Trooper in Hoth Uniform, Tan Hat, Beard Stubble",6,https://cdn.rebrickable.com/media/sets/fig-003981.jpg
fig-003982,"Ahsoka Tano, Padawan, Dark Brown Legs",4,https://cdn.rebrickable.com/media/sets/fig-003982.jpg
fig-003983,"Clone Trooper, 212th Attack Battalion, Bright Light Orange Markings",4,https://cdn.rebrickable.com/media/sets/fig-003983.jpg
fig-003984,Umbaran Soldier,5,https://cdn.rebrickable.com/media/sets/fig-003984.jpg
fig-003985,"Obi-Wan Kenobi, Medium Nougat Legs (Clone Wars)",4,https://cdn.rebrickable.com/media/sets/fig-003985.jpg
fig-003987,"Captain Rex, Cloth Pauldron and Kama",6,https://cdn.rebrickable.com/media/sets/fig-003987.jpg
fig-003988,Malakili,4,https://cdn.rebrickable.com/media/sets/fig-003988.jpg
fig-003989,"Luke Skywalker, Dark Bluish Gray Robes, Tan Hair, Dual Sided Head",4,https://cdn.rebrickable.com/media/sets/fig-003989.jpg
fig-003990,"Clone Pilot, 501st Legion, Blue Markings",4,https://cdn.rebrickable.com/media/sets/fig-003990.jpg
fig-003991,Pong Krell,3,https://cdn.rebrickable.com/media/sets/fig-003991.jpg
fig-003992,Jedi Consular,4,https://cdn.rebrickable.com/media/sets/fig-003992.jpg
fig-003993,"Jedi Knight, Horns",4,https://cdn.rebrickable.com/media/sets/fig-003993.jpg
fig-003994,Sith Warrior,4,https://cdn.rebrickable.com/media/sets/fig-003994.jpg
fig-003996,"Cad Bane, Reddish Brown Legs",4,https://cdn.rebrickable.com/media/sets/fig-003996.jpg
fig-003997,Nikto Guard,3,https://cdn.rebrickable.com/media/sets/fig-003997.jpg
fig-003998,"Obi-Wan Kenobi, Rako Hardeen Bounty Hunter Disguise",3,https://cdn.rebrickable.com/media/sets/fig-003998.jpg
fig-003999,"Darth Maul, Horns, Mechanical Legs",6,https://cdn.rebrickable.com/media/sets/fig-003999.jpg
fig-004000,Mandalorian Super Commando with High Brow Lines,5,https://cdn.rebrickable.com/media/sets/fig-004000.jpg
fig-004001,Mandalorian Super Commando with Low Brow Line,5,https://cdn.rebrickable.com/media/sets/fig-004001.jpg
fig-004002,"Padme Amidala / Naberrie, White Geonosis Arena Outfit",4,https://cdn.rebrickable.com/media/sets/fig-004002.jpg
fig-004003,"Anakin Skywalker, Padawan, Medium Nougat Hair",4,https://cdn.rebrickable.com/media/sets/fig-004003.jpg
fig-004004,"Clone Pilot, Phase I Armor, Black Eyes, Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-004004.jpg
fig-004005,Clone Trooper Captain,4,https://cdn.rebrickable.com/media/sets/fig-004005.jpg
fig-004006,"Obi-Wan Kenobi, Tan Legs, Mid-Length Parted Hair",4,https://cdn.rebrickable.com/media/sets/fig-004006.jpg
fig-004007,"Astromech Droid, R2-D2, Light Bluish Gray Dome, Dark Tan Serving Tray",5,https://cdn.rebrickable.com/media/sets/fig-004007.jpg
fig-004008,Max Rebo,3,https://cdn.rebrickable.com/media/sets/fig-004008.jpg
fig-004009,Ree-Yees,3,https://cdn.rebrickable.com/media/sets/fig-004009.jpg
fig-004010,"Princess Leia, Slave Outfit, White Pupils, Neck Bracket",5,https://cdn.rebrickable.com/media/sets/fig-004010.jpg
fig-004011,Weequay Skiff Guard,3,https://cdn.rebrickable.com/media/sets/fig-004011.jpg
fig-004012,Coleman Trebor,3,https://cdn.rebrickable.com/media/sets/fig-004012.jpg
fig-004013,"Mace Windu, White Legs",3,https://cdn.rebrickable.com/media/sets/fig-004013.jpg
fig-004014,"Clone Commander, Yellow Markings",4,https://cdn.rebrickable.com/media/sets/fig-004014.jpg
fig-004015,"Battle Droid, Dark Orange, One Straight Arm, One Bent Arm",5,https://cdn.rebrickable.com/media/sets/fig-004015.jpg
fig-004016,"Battle Droid Commander, Dark Orange, One Bent Arm, One Straight Arm",5,https://cdn.rebrickable.com/media/sets/fig-004016.jpg
fig-004017,"Astromech Droid, R4-G0",4,https://cdn.rebrickable.com/media/sets/fig-004017.jpg
fig-004018,"Clone Trooper, Special Forces, Phase II Blue Armor",5,https://cdn.rebrickable.com/media/sets/fig-004018.jpg
fig-004019,Bounty Hunter,4,https://cdn.rebrickable.com/media/sets/fig-004019.jpg
fig-004020,"Jek-14, Helmet with Dark Red Markings",4,https://cdn.rebrickable.com/media/sets/fig-004020.jpg
fig-004021,"Yoda, Olive Green Head, Neck Bracket",4,https://cdn.rebrickable.com/media/sets/fig-004021.jpg
fig-004022,Poggle the Lesser,4,https://cdn.rebrickable.com/media/sets/fig-004022.jpg
fig-004023,"Count Dooku, White Hair",5,https://cdn.rebrickable.com/media/sets/fig-004023.jpg
fig-004024,"Clone Trooper, 41st Elite Corps Scout Battalion Armor (Kashyyyk)",4,https://cdn.rebrickable.com/media/sets/fig-004024.jpg
fig-004025,Neimoidian Warrior,4,https://cdn.rebrickable.com/media/sets/fig-004025.jpg
fig-004027,"General Grievous, Printed, White",8,https://cdn.rebrickable.com/media/sets/fig-004027.jpg
fig-004028,"Obi-Wan Kenobi, Dark Tan Printed Legs",4,https://cdn.rebrickable.com/media/sets/fig-004028.jpg
fig-004029,"Astromech Droid, R4-P22 / Q7-Series",4,https://cdn.rebrickable.com/media/sets/fig-004029.jpg
fig-004030,Clone Pilot V-wing with White Printed Head,4,https://cdn.rebrickable.com/media/sets/fig-004030.jpg
fig-004031,"Anakin Skywalker, Black Robe, Dark Brown Legs, Printed Headset",4,https://cdn.rebrickable.com/media/sets/fig-004031.jpg
fig-004032,"Clone BARC Trooper, Dark Red Markings - Clone Commander Neyo",4,https://cdn.rebrickable.com/media/sets/fig-004032.jpg
fig-004033,"Clone Trooper, 212th Attack Battalion, Orange Markings",4,https://cdn.rebrickable.com/media/sets/fig-004033.jpg
fig-004034,"Clone Trooper, 212th Attack Battalion, Airborne, Orange Markings",5,https://cdn.rebrickable.com/media/sets/fig-004034.jpg
fig-004035,"Clone Trooper, 41st Elite Corps Ranger Platoon Armor (Kashyyyk)",4,https://cdn.rebrickable.com/media/sets/fig-004035.jpg
fig-004036,"Plo Koon, Dark Tan Undershirt",3,https://cdn.rebrickable.com/media/sets/fig-004036.jpg
fig-004038,"Clone Trooper, Wolfpack",4,https://cdn.rebrickable.com/media/sets/fig-004038.jpg
fig-004039,"Droideka / Destroyer Droid, Reddish Brown Shell, Flat Silver Legs",28,https://cdn.rebrickable.com/media/sets/fig-004039.jpg
fig-004040,"Chancellor Palpatine, Dark Bluish Gray Outfit (Episode 3)",4,https://cdn.rebrickable.com/media/sets/fig-004040.jpg
fig-004041,"Battle Droid Security, Dark Red Torso with Tan Print, One Bent Arm, One Straight Arm",5,https://cdn.rebrickable.com/media/sets/fig-004041.jpg
fig-004042,Chief Tarfful,3,https://cdn.rebrickable.com/media/sets/fig-004042.jpg
fig-004043,"Clone Commander Gree, Kashyyyk Armor, Dark Gray Leg Strap",4,https://cdn.rebrickable.com/media/sets/fig-004043.jpg
fig-004044,PK-4 Droid,10,https://cdn.rebrickable.com/media/sets/fig-004044.jpg
fig-004046,"C-3PO, Pearl Gold, Colorful Wires, Printed Legs, Restraining Bolt",3,https://cdn.rebrickable.com/media/sets/fig-004046.jpg
fig-004047,"Jawa, Black Strap over Right Shoulder",4,https://cdn.rebrickable.com/media/sets/fig-004047.jpg
fig-004048,"Jawa, Gold Shoulder Strap",4,https://cdn.rebrickable.com/media/sets/fig-004048.jpg
fig-004049,Owen Lars with Printed Legs,4,https://cdn.rebrickable.com/media/sets/fig-004049.jpg
fig-004050,"Astromech Droid, R2-A5",4,https://cdn.rebrickable.com/media/sets/fig-004050.jpg
fig-004051,"Naboo Security Guard, Medium Nougat Skin",4,https://cdn.rebrickable.com/media/sets/fig-004051.jpg
fig-004052,"Qui-Gon Jinn, Printed Reddish Brown Legs, Cape",5,https://cdn.rebrickable.com/media/sets/fig-004052.jpg
fig-004053,"Obi-Wan Kenobi, Padawan, Printed Legs, Cape",5,https://cdn.rebrickable.com/media/sets/fig-004053.jpg
fig-004054,Imperial Trooper with Black Helmet and Headset,4,https://cdn.rebrickable.com/media/sets/fig-004054.jpg
fig-004056,"Imperial Crew, Light Bluish Gray Uniform, Dark Bluish Gray Cap, Plain Arms",4,https://cdn.rebrickable.com/media/sets/fig-004056.jpg
fig-004057,"Darth Vader, Tan Skin",5,https://cdn.rebrickable.com/media/sets/fig-004057.jpg
fig-004058,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform",4,https://cdn.rebrickable.com/media/sets/fig-004058.jpg
fig-004059,"General Maximillian Veers, Sand Blue Helmet",4,https://cdn.rebrickable.com/media/sets/fig-004059.jpg
fig-004060,"Snowtrooper Commander, White Hips, Kama",5,https://cdn.rebrickable.com/media/sets/fig-004060.jpg
fig-004061,Zeb Orrelios,3,https://cdn.rebrickable.com/media/sets/fig-004061.jpg
fig-004062,"Kanan Jarrus, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-004062.jpg
fig-004063,"Stormtrooper, Dark Azure Helmet Vents, Angry (Rebels)",4,https://cdn.rebrickable.com/media/sets/fig-004063.jpg
fig-004065,Bith Musician,3,https://cdn.rebrickable.com/media/sets/fig-004065.jpg
fig-004066,"Greedo, Sand Green Skin, No Knee Strap",3,https://cdn.rebrickable.com/media/sets/fig-004066.jpg
fig-004067,"Sandtrooper, Black Pauldron, Neck Bracket with Single Stud",6,https://cdn.rebrickable.com/media/sets/fig-004067.jpg
fig-004068,"RA-7 Protocol Droid, Dark Bluish Gray",3,https://cdn.rebrickable.com/media/sets/fig-004068.jpg
fig-004069,Ithorian Jedi Master,3,https://cdn.rebrickable.com/media/sets/fig-004069.jpg
fig-004070,"Astromech Droid, Dark Blue",4,https://cdn.rebrickable.com/media/sets/fig-004070.jpg
fig-004071,"Jek-14, White Helmet",4,https://cdn.rebrickable.com/media/sets/fig-004071.jpg
fig-004072,"Ten Numb, Red Outfit",4,https://cdn.rebrickable.com/media/sets/fig-004072.jpg
fig-004074,"Rebel Pilot B-wing, Gray Squadron",4,https://cdn.rebrickable.com/media/sets/fig-004074.jpg
fig-004075,General Airen Cracken,4,https://cdn.rebrickable.com/media/sets/fig-004075.jpg
fig-004076,"Dak Ralter, Printed Visor, White Hands",4,https://cdn.rebrickable.com/media/sets/fig-004076.jpg
fig-004077,"Luke Skywalker, Orange Rebel Pilot Outfit, Light Bluish Gray Hips, White Hands, Visor on Both Sides of Head",4,https://cdn.rebrickable.com/media/sets/fig-004077.jpg
fig-004078,"Astromech Droid, C1-10P (Chopper), Light Bluish Gray",5,https://cdn.rebrickable.com/media/sets/fig-004078.jpg
fig-004079,Ezra Bridger with Helmet,4,https://cdn.rebrickable.com/media/sets/fig-004079.jpg
fig-004081,"Clone Shock Trooper, Red Markings, Brown Eyes",4,https://cdn.rebrickable.com/media/sets/fig-004081.jpg
fig-004082,"Anakin Skywalker, Black Robe, Dark Brown Legs (Clone Wars)",4,https://cdn.rebrickable.com/media/sets/fig-004082.jpg
fig-004083,"Bespin Guard, Jacket with Gold Trim",4,https://cdn.rebrickable.com/media/sets/fig-004083.jpg
fig-004084,"Han Solo, White Shirt, Reddish Brown Legs, Dual Sided Head Open Mouth / Closed Eyes",4,https://cdn.rebrickable.com/media/sets/fig-004084.jpg
fig-004085,"Boba Fett, Helmet, Jetpack Neckwear, Dark Tan Pauldron, Printed Arms, Smile",7,https://cdn.rebrickable.com/media/sets/fig-004085.jpg
fig-004086,"Clone Trooper Lieutenant, Dark Azure Markings, Printed Legs",4,https://cdn.rebrickable.com/media/sets/fig-004086.jpg
fig-004087,Wookie - Wullffwarro,3,https://cdn.rebrickable.com/media/sets/fig-004087.jpg
fig-004088,Wookiee with Printed Arms,3,https://cdn.rebrickable.com/media/sets/fig-004088.jpg
fig-004089,"Agent Alexsandr Kallus, Helmet",4,https://cdn.rebrickable.com/media/sets/fig-004089.jpg
fig-004090,"Imperial Officer / Captain / Commandant / Commander, Dark Tan Uniform",4,https://cdn.rebrickable.com/media/sets/fig-004090.jpg
fig-004091,The Grand Inquisitor,5,https://cdn.rebrickable.com/media/sets/fig-004091.jpg
fig-004093,"Tusken Raider, Head Spikes, Crossed Shoulder Belts",3,https://cdn.rebrickable.com/media/sets/fig-004093.jpg
