set_num,name,year,theme_id,num_parts,img_url
75207-1,Imperial Patrol Battle Pack,2018,158,99,https://cdn.rebrickable.com/media/sets/75207-1.jpg
75208-1,Yoda's Hut,2018,158,229,https://cdn.rebrickable.com/media/sets/75208-1.jpg
75209-1,Han Solo's Landspeeder,2018,158,345,https://cdn.rebrickable.com/media/sets/75209-1.jpg
75210-1,Moloch's Landspeeder,2018,158,464,https://cdn.rebrickable.com/media/sets/75210-1.jpg
75211-1,Imperial TIE Fighter,2018,158,519,https://cdn.rebrickable.com/media/sets/75211-1.jpg
75212-1,Kessel Run Millennium Falcon,2018,158,1414,https://cdn.rebrickable.com/media/sets/75212-1.jpg
75213-1,Star Wars Advent Calendar 2018,2018,209,307,https://cdn.rebrickable.com/media/sets/75213-1.jpg
75214-1,Anakin's Jedi Starfighter,2018,158,247,https://cdn.rebrickable.com/media/sets/75214-1.jpg
75215-1,Cloud-Rider Swoop Bikes,2018,158,355,https://cdn.rebrickable.com/media/sets/75215-1.jpg
75216-1,Snoke's Throne Room,2018,158,492,https://cdn.rebrickable.com/media/sets/75216-1.jpg
75217-1,Imperial Conveyex Transport,2018,158,622,https://cdn.rebrickable.com/media/sets/75217-1.jpg
75218-1,X-Wing Starfighter,2018,158,730,https://cdn.rebrickable.com/media/sets/75218-1.jpg
75219-1,Imperial AT-Hauler,2018,158,829,https://cdn.rebrickable.com/media/sets/75219-1.jpg
75220-1,Sandcrawler,2018,158,1239,https://cdn.rebrickable.com/media/sets/75220-1.jpg
75221-1,Imperial Landing Craft,2018,158,636,https://cdn.rebrickable.com/media/sets/75221-1.jpg
75222-1,Betrayal at Cloud City,2018,158,2812,https://cdn.rebrickable.com/media/sets/75222-1.jpg
75223-1,Naboo Starfighter Microfighter,2019,158,62,https://cdn.rebrickable.com/media/sets/75223-1.jpg
75224-1,Sith Infiltrator Microfighter,2019,158,92,https://cdn.rebrickable.com/media/sets/75224-1.jpg
75225-1,Elite Praetorian Guard Battle Pack,2019,158,109,https://cdn.rebrickable.com/media/sets/75225-1.jpg
75226-1,Inferno Squad Battle Pack,2019,158,118,https://cdn.rebrickable.com/media/sets/75226-1.jpg
75227-1,Darth Vader Bust,2019,158,327,https://cdn.rebrickable.com/media/sets/75227-1.jpg
75228-1,Escape Pod vs. Dewback Microfighters,2019,158,177,https://cdn.rebrickable.com/media/sets/75228-1.jpg
75229-1,Death Star Escape,2019,158,329,https://cdn.rebrickable.com/media/sets/75229-1.jpg
75230-1,Porg,2018,158,811,https://cdn.rebrickable.com/media/sets/75230-1.jpg
75233-1,Droid Gunship,2019,158,389,https://cdn.rebrickable.com/media/sets/75233-1.jpg
75234-1,AT-AP Walker,2019,158,689,https://cdn.rebrickable.com/media/sets/75234-1.jpg
75235-1,X-Wing Starfighter Trench Run,2019,158,132,https://cdn.rebrickable.com/media/sets/75235-1.jpg
75236-1,Duel on Starkiller Base,2019,158,191,https://cdn.rebrickable.com/media/sets/75236-1.jpg
75237-1,TIE Fighter Attack,2019,158,77,https://cdn.rebrickable.com/media/sets/75237-1.jpg
75238-1,Action Battle Endor Assault,2019,158,193,https://cdn.rebrickable.com/media/sets/75238-1.jpg
75239-1,Action Battle Hoth Generator Attack,2019,158,235,https://cdn.rebrickable.com/media/sets/75239-1.jpg
75240-1,Major Vonreg's TIE Fighter,2019,158,496,https://cdn.rebrickable.com/media/sets/75240-1.jpg
75241-1,Action Battle Echo Base Defense,2019,158,504,https://cdn.rebrickable.com/media/sets/75241-1.jpg
75242-1,Black Ace TIE Interceptor,2019,158,396,https://cdn.rebrickable.com/media/sets/75242-1.jpg
75243-1,Slave I - 20th Anniversary Edition,2019,158,1007,https://cdn.rebrickable.com/media/sets/75243-1.jpg
75244-1,Tantive IV,2019,158,1772,https://cdn.rebrickable.com/media/sets/75244-1.jpg
75245-1,Star Wars Advent Calendar 2019,2019,209,280,https://cdn.rebrickable.com/media/sets/75245-1.jpg
75246-1,Death Star Cannon,2019,158,159,https://cdn.rebrickable.com/media/sets/75246-1.jpg
75247-1,Rebel A-Wing Starfighter,2019,158,62,https://cdn.rebrickable.com/media/sets/75247-1.jpg
75248-1,Resistance A-Wing Starfighter,2019,158,269,https://cdn.rebrickable.com/media/sets/75248-1.jpg
75249-1,Resistance Y-Wing Starfighter,2019,158,578,https://cdn.rebrickable.com/media/sets/75249-1.jpg
75250-1,Pasaana Speeder Chase,2019,158,373,https://cdn.rebrickable.com/media/sets/75250-1.jpg
75251-1,Darth Vader's Castle,2018,158,1060,https://cdn.rebrickable.com/media/sets/75251-1.jpg
75252-1,Imperial Star Destroyer,2019,171,4784,https://cdn.rebrickable.com/media/sets/75252-1.jpg
75253-1,Droid Commander,2019,158,1177,https://cdn.rebrickable.com/media/sets/75253-1.jpg
75254-1,AT-ST Raider,2019,158,540,https://cdn.rebrickable.com/media/sets/75254-1.jpg
75255-1,Yoda,2019,158,1771,https://cdn.rebrickable.com/media/sets/75255-1.jpg
75256-1,Kylo Ren's Shuttle,2019,158,1005,https://cdn.rebrickable.com/media/sets/75256-1.jpg
75257-1,Millennium Falcon,2019,158,1328,https://cdn.rebrickable.com/media/sets/75257-1.jpg
75258-1,Anakin's Podracer - 20th Anniversary Edition,2019,158,279,https://cdn.rebrickable.com/media/sets/75258-1.jpg
75259-1,Snowspeeder - 20th Anniversary Edition,2019,158,309,https://cdn.rebrickable.com/media/sets/75259-1.jpg
75261-1,Clone Scout Walker - 20th Anniversary Edition,2019,158,250,https://cdn.rebrickable.com/media/sets/75261-1.jpg
75262-1,Imperial Dropship - 20th Anniversary Edition,2019,158,125,https://cdn.rebrickable.com/media/sets/75262-1.jpg
75263-1,Resistance Y-wing Microfighter,2020,158,86,https://cdn.rebrickable.com/media/sets/75263-1.jpg
75264-1,Kylo Ren's Shuttle Microfighter,2020,158,72,https://cdn.rebrickable.com/media/sets/75264-1.jpg
75265-1,T-16 Skyhopper vs. Bantha Microfighters,2020,158,198,https://cdn.rebrickable.com/media/sets/75265-1.jpg
75266-1,Sith Troopers Battle Pack,2020,158,105,https://cdn.rebrickable.com/media/sets/75266-1.jpg
75267-1,Mandalorian Battle Pack,2020,158,103,https://cdn.rebrickable.com/media/sets/75267-1.jpg
75268-1,Snowspeeder,2020,158,91,https://cdn.rebrickable.com/media/sets/75268-1.jpg
75269-1,Duel on Mustafar,2020,158,208,https://cdn.rebrickable.com/media/sets/75269-1.jpg
75270-1,Obi-Wan's Hut,2020,158,200,https://cdn.rebrickable.com/media/sets/75270-1.jpg
75271-1,Luke Skywalker's Landspeeder,2020,158,236,https://cdn.rebrickable.com/media/sets/75271-1.jpg
75272-1,Sith TIE Fighter,2020,158,470,https://cdn.rebrickable.com/media/sets/75272-1.jpg
75273-1,Poe Dameron's X-wing Fighter,2020,158,761,https://cdn.rebrickable.com/media/sets/75273-1.jpg
75274-1,TIE Fighter Pilot,2020,158,724,https://cdn.rebrickable.com/media/sets/75274-1.jpg
75275-1,A-Wing Starfighter,2020,171,1672,https://cdn.rebrickable.com/media/sets/75275-1.jpg
75276-1,Stormtrooper,2020,158,647,https://cdn.rebrickable.com/media/sets/75276-1.jpg
75277-1,Boba Fett,2020,158,625,https://cdn.rebrickable.com/media/sets/75277-1.jpg
75278-1,D-O,2020,158,519,https://cdn.rebrickable.com/media/sets/75278-1.jpg
75279-1,Star Wars Advent Calendar 2020,2020,209,311,https://cdn.rebrickable.com/media/sets/75279-1.jpg
75280-1,501st Legion Clone Troopers,2020,158,285,https://cdn.rebrickable.com/media/sets/75280-1.jpg
75281-1,Anakin's Jedi Interceptor,2020,158,248,https://cdn.rebrickable.com/media/sets/75281-1.jpg
75283-1,Armored Assault Tank (AAT),2020,158,286,https://cdn.rebrickable.com/media/sets/75283-1.jpg
75284-1,Knights of Ren Transport Ship,2020,158,595,https://cdn.rebrickable.com/media/sets/75284-1.jpg
75286-1,General Grievous's Starfighter,2020,158,487,https://cdn.rebrickable.com/media/sets/75286-1.jpg
75288-1,AT-AT,2020,158,1267,https://cdn.rebrickable.com/media/sets/75288-1.jpg
75290-1,Mos Eisley Cantina,2020,158,3187,https://cdn.rebrickable.com/media/sets/75290-1.jpg
75291-1,Death Star Final Duel,2020,158,775,https://cdn.rebrickable.com/media/sets/75291-1.jpg
75292-1,The Razor Crest,2020,158,1023,https://cdn.rebrickable.com/media/sets/75292-1.jpg
75293-1,Resistance I-TS Transport,2020,158,932,https://cdn.rebrickable.com/media/sets/75293-1.jpg
75294-1,Bespin Duel,2020,158,295,https://cdn.rebrickable.com/media/sets/75294-1.jpg
75295-1,Millennium Falcon Microfighter,2021,158,101,https://cdn.rebrickable.com/media/sets/75295-1.jpg
75296-1,Darth Vader Meditation Chamber,2021,158,663,https://cdn.rebrickable.com/media/sets/75296-1.jpg
75297-1,Resistance X-Wing,2021,158,60,https://cdn.rebrickable.com/media/sets/75297-1.jpg
75298-1,AT-AT vs. Tauntaun Microfighters,2021,158,205,https://cdn.rebrickable.com/media/sets/75298-1.jpg
75299-1,Trouble on Tatooine,2021,158,276,https://cdn.rebrickable.com/media/sets/75299-1.jpg
75300-1,Imperial TIE Fighter,2021,158,432,https://cdn.rebrickable.com/media/sets/75300-1.jpg
75301-1,Luke Skywalker's X-Wing Fighter,2021,158,474,https://cdn.rebrickable.com/media/sets/75301-1.jpg
75302-1,Imperial Shuttle,2021,158,660,https://cdn.rebrickable.com/media/sets/75302-1.jpg
75304-1,Darth Vader,2021,158,834,https://cdn.rebrickable.com/media/sets/75304-1.jpg
75305-1,Scout Trooper,2021,158,471,https://cdn.rebrickable.com/media/sets/75305-1.jpg
75306-1,Imperial Probe Droid,2021,158,693,https://cdn.rebrickable.com/media/sets/75306-1.jpg
75307-1,Star Wars Advent Calendar 2021,2021,209,335,https://cdn.rebrickable.com/media/sets/75307-1.jpg
75308-1,R2-D2,2021,158,2314,https://cdn.rebrickable.com/media/sets/75308-1.jpg
75309-1,Republic Gunship,2021,171,3292,https://cdn.rebrickable.com/media/sets/75309-1.jpg
75310-1,Duel on Mandalore,2021,158,147,https://cdn.rebrickable.com/media/sets/75310-1.jpg
75311-1,Imperial Armored Marauder,2021,158,478,https://cdn.rebrickable.com/media/sets/75311-1.jpg
75312-1,Boba Fett's Starship,2021,158,593,https://cdn.rebrickable.com/media/sets/75312-1.jpg
75313-1,AT-AT,2021,171,6785,https://cdn.rebrickable.com/media/sets/75313-1.jpg
75314-1,The Bad Batch Attack Shuttle,2021,158,970,https://cdn.rebrickable.com/media/sets/75314-1.jpg
75315-1,Imperial Light Cruiser,2021,158,1336,https://cdn.rebrickable.com/media/sets/75315-1.jpg
75316-1,Mandalorian Starfighter,2021,158,544,https://cdn.rebrickable.com/media/sets/75316-1.jpg
75318-1,The Child,2020,158,1073,https://cdn.rebrickable.com/media/sets/75318-1.jpg
75319-1,The Armorer's Mandalorian Forge,2021,158,258,https://cdn.rebrickable.com/media/sets/75319-1.jpg
75320-1,Snowtrooper Battle Pack,2022,158,105,https://cdn.rebrickable.com/media/sets/75320-1.jpg
75321-1,The Razor Crest Microfighter,2022,158,98,https://cdn.rebrickable.com/media/sets/75321-1.jpg
75322-1,Hoth AT-ST,2022,158,586,https://cdn.rebrickable.com/media/sets/75322-1.jpg
75323-1,The Justifier,2022,158,1023,https://cdn.rebrickable.com/media/sets/75323-1.jpg
75324-1,Dark Trooper Attack,2022,158,166,https://cdn.rebrickable.com/media/sets/75324-1.jpg
75325-1,The Mandalorian's N-1 Starfighter,2022,158,412,https://cdn.rebrickable.com/media/sets/75325-1.jpg
75326-1,Boba Fett's Throne Room,2022,158,732,https://cdn.rebrickable.com/media/sets/75326-1.jpg
75327-1,Luke Skywalker (Red Five) Helmet,2022,158,675,https://cdn.rebrickable.com/media/sets/75327-1.jpg
75328-1,The Mandalorian Helmet,2022,158,584,https://cdn.rebrickable.com/media/sets/75328-1.jpg
75329-1,Death Star Trench Run Diorama,2022,158,665,https://cdn.rebrickable.com/media/sets/75329-1.jpg
75330-1,Dagobah Jedi Training Diorama,2022,158,1000,https://cdn.rebrickable.com/media/sets/75330-1.jpg
75331-1,The Razor Crest,2022,171,6187,https://cdn.rebrickable.com/media/sets/75331-1.jpg
75332-1,AT-ST,2022,158,87,https://cdn.rebrickable.com/media/sets/75332-1.jpg
75333-1,Obi-Wan Kenobi's Jedi Starfighter,2022,158,282,https://cdn.rebrickable.com/media/sets/75333-1.jpg
75334-1,Obi-Wan Kenobi vs. Darth Vader,2022,158,408,https://cdn.rebrickable.com/media/sets/75334-1.jpg
75335-1,BD-1,2022,158,1062,https://cdn.rebrickable.com/media/sets/75335-1.jpg
75336-1,Inquisitor Transport Scythe,2022,158,924,https://cdn.rebrickable.com/media/sets/75336-1.jpg
75337-1,AT-TE Walker,2022,158,1082,https://cdn.rebrickable.com/media/sets/75337-1.jpg
75338-1,Ambush on Ferrix,2022,158,679,https://cdn.rebrickable.com/media/sets/75338-1.jpg
75339-1,Death Star Trash Compactor Diorama,2022,158,802,https://cdn.rebrickable.com/media/sets/75339-1.jpg
75340-1,Star Wars Advent Calendar 2022,2022,209,329,https://cdn.rebrickable.com/media/sets/75340-1.jpg
75341-1,Luke Skywalker's Landspeeder,2022,171,1890,https://cdn.rebrickable.com/media/sets/75341-1.jpg
75342-1,Republic Fighter Tank,2022,158,262,https://cdn.rebrickable.com/media/sets/75342-1.jpg
75343-1,Dark Trooper Helmet,2022,158,693,https://cdn.rebrickable.com/media/sets/75343-1.jpg
75344-1,Boba Fett's Starship Microfighter,2023,158,85,https://cdn.rebrickable.com/media/sets/75344-1.jpg
75345-1,501st Clone Troopers Battle Pack,2023,158,121,https://cdn.rebrickable.com/media/sets/75345-1.jpg
75346-1,Pirate Snub Fighter,2023,158,285,https://cdn.rebrickable.com/media/sets/75346-1.jpg
75347-1,TIE Bomber,2023,158,625,https://cdn.rebrickable.com/media/sets/75347-1.jpg
75348-1,Mandalorian Fang Fighter vs. TIE Interceptor,2023,158,957,https://cdn.rebrickable.com/media/sets/75348-1.jpg
75349-1,Captain Rex Helmet,2023,158,854,https://cdn.rebrickable.com/media/sets/75349-1.jpg
75350-1,Clone Commander Cody Helmet,2023,158,766,https://cdn.rebrickable.com/media/sets/75350-1.jpg
75351-1,Princess Leia (Boushh) Helmet,2023,158,670,https://cdn.rebrickable.com/media/sets/75351-1.jpg
75352-1,Emperor's Throne Room Diorama,2023,158,807,https://cdn.rebrickable.com/media/sets/75352-1.jpg
75353-1,Endor Speeder Chase Diorama,2023,158,608,https://cdn.rebrickable.com/media/sets/75353-1.jpg
75354-1,Coruscant Guard Gunship,2023,158,1083,https://cdn.rebrickable.com/media/sets/75354-1.jpg
75355-1,X-Wing Starfighter,2023,171,1949,https://cdn.rebrickable.com/media/sets/75355-1.jpg
75356-1,Executor Super Star Destroyer,2023,158,630,https://cdn.rebrickable.com/media/sets/75356-1.jpg
75357-1,Ghost & Phantom II,2023,158,1394,https://cdn.rebrickable.com/media/sets/75357-1.jpg
75358-1,Tenoo Jedi Temple,2023,158,124,https://cdn.rebrickable.com/media/sets/75358-1.jpg
75359-1,332nd Ahsoka's Clone Trooper Battle Pack,2023,158,108,https://cdn.rebrickable.com/media/sets/75359-1.jpg
75360-1,Yoda's Jedi Starfighter,2023,158,253,https://cdn.rebrickable.com/media/sets/75360-1.jpg
75361-1,Spider Tank,2023,158,526,https://cdn.rebrickable.com/media/sets/75361-1.jpg
75362-1,Ahsoka Tano's T-6 Jedi Shuttle,2023,158,608,https://cdn.rebrickable.com/media/sets/75362-1.jpg
75363-1,The Mandalorian N-1 Starfighter Microfighter,2023,158,88,https://cdn.rebrickable.com/media/sets/75363-1.jpg
75364-1,New Republic E-Wing vs. Shin Hati’s Starfighter,2023,158,1056,https://cdn.rebrickable.com/media/sets/75364-1.jpg
75365-1,Yavin 4 Rebel Base,2023,158,1067,https://cdn.rebrickable.com/media/sets/75365-1.jpg
75366-1,Star Wars Advent Calendar 2023,2023,209,320,https://cdn.rebrickable.com/media/sets/75366-1.jpg
75367-1,Venator-Class Republic Attack Cruiser,2023,171,5381,https://cdn.rebrickable.com/media/sets/75367-1.jpg
75368-1,Darth Vader Mech,2023,158,139,https://cdn.rebrickable.com/media/sets/75368-1.jpg
75369-1,Boba Fett Mech,2023,158,155,https://cdn.rebrickable.com/media/sets/75369-1.jpg
75370-1,Stormtrooper Mech,2023,158,138,https://cdn.rebrickable.com/media/sets/75370-1.jpg
75371-1,Chewbacca,2023,158,2319,https://cdn.rebrickable.com/media/sets/75371-1.jpg
75372-1,Clone Trooper & Battle Droid Battle Pack,2024,158,215,https://cdn.rebrickable.com/media/sets/75372-1.jpg
75373-1,Ambush on Mandalore Battle Pack,2024,158,110,https://cdn.rebrickable.com/media/sets/75373-1.jpg
75374-1,The Onyx Cinder,2024,158,1325,https://cdn.rebrickable.com/media/sets/75374-1.jpg
75375-1,Millennium Falcon,2024,158,921,https://cdn.rebrickable.com/media/sets/75375-1.jpg
75376-1,Tantive IV,2024,158,654,https://cdn.rebrickable.com/media/sets/75376-1.jpg
75377-1,Invisible Hand,2024,158,557,https://cdn.rebrickable.com/media/sets/75377-1.jpg
75378-1,BARC Speeder Escape,2024,158,221,https://cdn.rebrickable.com/media/sets/75378-1.jpg
75379-1,R2-D2,2024,158,1050,https://cdn.rebrickable.com/media/sets/75379-1.jpg
75380-1,Mos Espa Podrace,2024,158,719,https://cdn.rebrickable.com/media/sets/75380-1.jpg
75381-1,Droideka,2024,158,583,https://cdn.rebrickable.com/media/sets/75381-1.jpg
75382-1,TIE Interceptor,2024,171,1931,https://cdn.rebrickable.com/media/sets/75382-1.jpg
75383-1,Darth Maul's Sith Infiltrator,2024,158,640,https://cdn.rebrickable.com/media/sets/75383-1.jpg
75384-1,The Crimson Firehawk,2024,158,136,https://cdn.rebrickable.com/media/sets/75384-1.jpg
75385-1,Ahsoka Tano's Duel on Peridea,2024,158,382,https://cdn.rebrickable.com/media/sets/75385-1.jpg
75386-1,Paz Vizsla and Moff Gideon Battle,2024,158,289,https://cdn.rebrickable.com/media/sets/75386-1.jpg
75387-1,Boarding the Tantive IV,2024,158,502,https://cdn.rebrickable.com/media/sets/75387-1.jpg
75388-1,Jedi Bob's Starfighter,2024,158,305,https://cdn.rebrickable.com/media/sets/75388-1.jpg
75389-1,The Dark Falcon,2024,158,1579,https://cdn.rebrickable.com/media/sets/75389-1.jpg
75390-1,Luke Skywalker X-Wing Mech,2024,158,195,https://cdn.rebrickable.com/media/sets/75390-1.jpg
75391-1,Captain Rex Y-Wing Microfighter,2024,158,99,https://cdn.rebrickable.com/media/sets/75391-1.jpg
75392-1,Creative Play Droid Builder,2024,158,1186,https://cdn.rebrickable.com/media/sets/75392-1.jpg
75393-1,TIE Fighter & X-Wing Mash-up,2024,158,1063,https://cdn.rebrickable.com/media/sets/75393-1.jpg
75394-1,Imperial Star Destroyer,2024,158,1555,https://cdn.rebrickable.com/media/sets/75394-1.jpg
75395-1,Star Wars Advent Calendar 2024,2024,209,368,https://cdn.rebrickable.com/media/sets/75395-1.jpg
75396-1,Desert Skiff & Sarlacc Pit,2024,158,565,https://cdn.rebrickable.com/media/sets/75396-1.jpg
75397-1,Jabba's Sail Barge,2024,171,3946,https://cdn.rebrickable.com/media/sets/75397-1.jpg
75398-1,C-3PO,2024,158,1140,https://cdn.rebrickable.com/media/sets/75398-1.jpg
75399-1,Rebel U-Wing Starfighter,2025,158,594,https://cdn.rebrickable.com/media/sets/75399-1.jpg
75400-1,Plo Koon's Jedi Starfighter Microfighter,2025,158,89,https://cdn.rebrickable.com/media/sets/75400-1.jpg
75401-1,Ahsoka's Jedi Interceptor,2025,158,290,https://cdn.rebrickable.com/media/sets/75401-1.jpg
75402-1,ARC-170 Starfighter,2025,158,497,https://cdn.rebrickable.com/media/sets/75402-1.jpg
75403-1,Grogu with Hover Pram,2025,158,1048,https://cdn.rebrickable.com/media/sets/75403-1.jpg
75404-1,Acclamator-Class Assault Ship,2025,158,450,https://cdn.rebrickable.com/media/sets/75404-1.jpg
75405-1,Home One Starcruiser,2025,158,559,https://cdn.rebrickable.com/media/sets/75405-1.jpg
75406-1,Kylo Ren's Command Shuttle,2025,158,387,https://cdn.rebrickable.com/media/sets/75406-1.jpg
75407-1,Brick-Built Star Wars Logo,2025,158,700,https://cdn.rebrickable.com/media/sets/75407-1.jpg
75408-1,Jango Fett Helmet,2025,158,616,https://cdn.rebrickable.com/media/sets/75408-1.jpg
75409-1,Jango Fett's Firespray-Class Starship,2025,171,2970,https://cdn.rebrickable.com/media/sets/75409-1.jpg
75410-1,Mando and Grogu's N-1 Starfighter,2025,158,92,https://cdn.rebrickable.com/media/sets/75410-1.jpg
75411-1,Darth Maul Mech,2025,158,143,https://cdn.rebrickable.com/media/sets/75411-1.jpg
75412-1,Death Trooper & Night Trooper Battle Pack,2025,158,119,https://cdn.rebrickable.com/media/sets/75412-1.jpg
75413-1,Republic Juggernaut,2025,158,816,https://cdn.rebrickable.com/media/sets/75413-1.jpg
75414-1,The Force Burner Snowspeeder,2025,158,349,https://cdn.rebrickable.com/media/sets/75414-1.jpg
75415-1,Kylo Ren Helmet,2025,158,529,https://cdn.rebrickable.com/media/sets/75415-1.jpg
75416-1,Chopper (C1-10P) Astromech Droid,2025,158,1039,https://cdn.rebrickable.com/media/sets/75416-1.jpg
75417-1,AT-ST Walker,2025,171,1513,https://cdn.rebrickable.com/media/sets/75417-1.jpg
75418-1,Star Wars Advent Calendar 2025,2025,209,263,https://cdn.rebrickable.com/media/sets/75418-1.jpg
75419-1,Death Star,2025,171,9031,https://cdn.rebrickable.com/media/sets/75419-1.jpg
75420-1,Luke's Landspeeder,2026,158,215,https://cdn.rebrickable.com/media/sets/75420-1.jpg
75421-1,Darth Vader’s TIE Fighter,2026,158,473,https://cdn.rebrickable.com/media/sets/75421-1.jpg
75422-1,Yoda's Hut and Jedi Training,2026,158,440,https://cdn.rebrickable.com/media/sets/75422-1.jpg
75423-1,Luke's Red Five X-wing,2026,158,581,https://cdn.rebrickable.com/media/sets/75423-1.jpg
75424-1,AT-ST Attack on Endor,2026,158,347,https://cdn.rebrickable.com/media/sets/75424-1.jpg
75425-1,Mos Eisley Cantina,2026,158,666,https://cdn.rebrickable.com/media/sets/75425-1.jpg
75426-1,Millennium Falcon,2026,158,885,https://cdn.rebrickable.com/media/sets/75426-1.jpg
75427-1,Throne Room Duel & A-Wing,2026,158,962,https://cdn.rebrickable.com/media/sets/75427-1.jpg
75428-1,Battle Droid with STAP,2025,158,1088,https://cdn.rebrickable.com/media/sets/75428-1.jpg
75429-1,AT-AT Driver Helmet,2025,158,730,https://cdn.rebrickable.com/media/sets/75429-1.jpg
75430-1,Wicket the Ewok,2025,158,1010,https://cdn.rebrickable.com/media/sets/75430-1.jpg
75431-1,327th Star Corps Clone Troopers Battle Pack,2025,158,258,https://cdn.rebrickable.com/media/sets/75431-1.jpg
75432-1,V-19 Torrent Starfighter,2025,158,567,https://cdn.rebrickable.com/media/sets/75432-1.jpg
75433-1,Jango Fett's Starship,2025,158,707,https://cdn.rebrickable.com/media/sets/75433-1.jpg
75434-1,K-2SO,2025,158,845,https://cdn.rebrickable.com/media/sets/75434-1.jpg
75435-1,Battle of Felucia Separatist MTT,2025,158,976,https://cdn.rebrickable.com/media/sets/75435-1.jpg
75436-1,The Mandalorian & Grogu's Speeder Bike,2026,158,58,https://cdn.rebrickable.com/media/sets/75436-1.jpg
75437-1,Cobb Vanth's Speeder,2026,158,207,https://cdn.rebrickable.com/media/sets/75437-1.jpg
75438-1,Yoda Bust,2026,158,399,https://cdn.rebrickable.com/media/sets/75438-1.jpg
75439-1,Darth Vader Bust,2026,158,349,https://cdn.rebrickable.com/media/sets/75439-1.jpg
75440-1,AT-AT,2026,158,525,https://cdn.rebrickable.com/media/sets/75440-1.jpg
75441-1,Venator-Class Attack Cruiser,2026,158,643,https://cdn.rebrickable.com/media/sets/75441-1.jpg
75442-1,The Mandalorian's N-1 Starfighter,2026,171,1809,https://cdn.rebrickable.com/media/sets/75442-1.jpg
75443-1,Grogu's Homestead,2026,158,107,https://cdn.rebrickable.com/media/sets/75443-1.jpg
75444-1,AT-RT Attack,2026,158,297,https://cdn.rebrickable.com/media/sets/75444-1.jpg
75445-1,Anzellan Starship,2026,158,702,https://cdn.rebrickable.com/media/sets/75445-1.jpg
75446-1,Grogu (Mandalorian Apprentice),2026,158,1200,https://cdn.rebrickable.com/media/sets/75446-1.jpg
75447-1,The Razor Crest,2026,158,930,https://cdn.rebrickable.com/media/sets/75447-1.jpg
75448-1,Clone Shock Trooper Mech,2026,158,151,https://cdn.rebrickable.com/media/sets/75448-1.jpg
75449-1,Siege of Mandalore Battle Pack,2026,158,116,https://cdn.rebrickable.com/media/sets/75449-1.jpg
75451-1,Hutt Palace Sentry Droid Showdown,2026,158,0,https://cdn.rebrickable.com/media/sets/75451-1.jpg
75452-1,BB-8 Astromech Droid,2026,158,569,https://cdn.rebrickable.com/media/sets/75452-1.jpg
75453-1,Offworld Sandcrawler and Mudhorn,2026,158,0,https://cdn.rebrickable.com/media/sets/75453-1.jpg
75454-1,Imperial Remnant AT-AT with INT-4,2026,158,0,https://cdn.rebrickable.com/media/sets/75454-1.jpg
75456-1,Star Wars Advent Calendar 2026,2026,209,0,https://cdn.rebrickable.com/media/sets/75456-1.jpg
75458-1,Imperial Remnant AT-RT Driver Helmet,2026,158,775,https://cdn.rebrickable.com/media/sets/75458-1.jpg
75459-1,Imperial Lambda-Class Shuttle,2026,158,0,https://cdn.rebrickable.com/media/sets/75459-1.jpg
75460-1,New Republic X-Wing Starfighter,2026,158,558,https://cdn.rebrickable.com/media/sets/75460-1.jpg
75461-1,Up-Scaled Darth Vader Minifigure,2026,158,1028,https://cdn.rebrickable.com/media/sets/75461-1.jpg
75512-1,Millennium Falcon Cockpit,2018,158,203,https://cdn.rebrickable.com/media/sets/75512-1.jpg
75522-1,Mini Droid Commander,2019,158,62,https://cdn.rebrickable.com/media/sets/75522-1.jpg
75523-1,Scarif Stormtrooper,2017,158,89,https://cdn.rebrickable.com/media/sets/75523-1.jpg
75524-1,Chirrut Îmwe,2017,158,87,https://cdn.rebrickable.com/media/sets/75524-1.jpg
75525-1,Baze Malbus,2017,158,148,https://cdn.rebrickable.com/media/sets/75525-1.jpg
75526-1,Elite TIE Fighter Pilot,2017,158,94,https://cdn.rebrickable.com/media/sets/75526-1.jpg
75528-1,Rey,2017,158,85,https://cdn.rebrickable.com/media/sets/75528-1.jpg
75529-1,Elite Praetorian Guard,2017,158,92,https://cdn.rebrickable.com/media/sets/75529-1.jpg
75530-1,Chewbacca,2017,158,179,https://cdn.rebrickable.com/media/sets/75530-1.jpg
75531-1,Stormtrooper Commander,2017,158,100,https://cdn.rebrickable.com/media/sets/75531-1.jpg
75532-1,Scout Trooper & Speeder Bike,2017,158,452,https://cdn.rebrickable.com/media/sets/75532-1.jpg
75533-1,Boba Fett,2018,158,144,https://cdn.rebrickable.com/media/sets/75533-1.jpg
75534-1,Darth Vader,2018,158,168,https://cdn.rebrickable.com/media/sets/75534-1.jpg
75535-1,Han Solo,2018,158,100,https://cdn.rebrickable.com/media/sets/75535-1.jpg
75536-1,Range Trooper,2018,158,101,https://cdn.rebrickable.com/media/sets/75536-1.jpg
75537-1,Darth Maul,2018,158,104,https://cdn.rebrickable.com/media/sets/75537-1.jpg
7654-1,Droids Battle Pack,2007,158,102,https://cdn.rebrickable.com/media/sets/7654-1.jpg
7655-1,Clone Troopers Battle Pack,2007,158,58,https://cdn.rebrickable.com/media/sets/7655-1.jpg
7656-1,General Grievous Starfighter,2007,158,232,https://cdn.rebrickable.com/media/sets/7656-1.jpg
7657-1,AT-ST,2007,158,243,https://cdn.rebrickable.com/media/sets/7657-1.jpg
